ip,latitude,longitude,device_type,model,location_label,last_seen,port,org,country,region,poc_batch
10.1.21.87,-0.999836,36.64988,Dome Camera,Axis P5655-E,Nairobi Sector 1,2026-01-14,80,Airtel,KE,Africa,GLOBAL_500_V4
10.1.21.88,-26.35297,28.061963,IP Camera,Dahua SD49425XB,Johannesburg Sector 2,2026-03-09,80,DigitalOcean,ZA,Africa,GLOBAL_500_V4
10.1.21.89,33.816725,-7.503846,PTZ Camera,Axis P5655-E,Casablanca Sector 3,2026-03-01,554,BT,MA,Africa,GLOBAL_500_V4
10.1.21.90,5.532747,-0.573914,Dome Camera,Bosch FLEXIDOME,Accra Sector 4,2026-02-10,8080,BT,GH,Africa,GLOBAL_500_V4
10.1.21.91,25.39147,54.968118,Bullet Camera,Sony SNC-EP580,Dubai Sector 5,2025-11-22,443,Verizon,AE,Middle East,GLOBAL_500_V4
10.1.21.92,24.266398,47.041921,Bullet Camera,Bosch FLEXIDOME,Riyadh Sector 6,2025-11-28,443,AT&T,SA,Middle East,GLOBAL_500_V4
10.1.21.93,32.344067,34.470384,PTZ Camera,Bosch FLEXIDOME,Tel Aviv Sector 7,2025-11-10,443,DigitalOcean,IL,Middle East,GLOBAL_500_V4
10.1.21.94,25.338021,51.590821,PTZ Camera,Hanwha XNV-8080R,Doha Sector 8,2025-05-06,443,Cloudflare,QA,Middle East,GLOBAL_500_V4
10.1.21.95,41.154394,28.889278,Bullet Camera,Hanwha XNV-8080R,Istanbul Sector 9,2025-08-04,80,Comcast,TR,Middle East,GLOBAL_500_V4
10.1.21.96,28.645626,76.956509,Bullet Camera,Hanwha XNV-8080R,Delhi Sector 10,2025-08-26,8080,Cloudflare,IN,Asia,GLOBAL_500_V4
10.1.21.97,18.755777,72.551126,Bullet Camera,Hanwha XNV-8080R,Mumbai Sector 11,2026-02-27,554,Verizon,IN,Asia,GLOBAL_500_V4
10.1.21.98,1.205004,103.847046,Dome Camera,Sony SNC-EP580,Singapore Sector 12,2026-01-17,554,Verizon,SG,Asia,GLOBAL_500_V4
10.1.22.99,35.735641,139.371081,PTZ Camera,Dahua SD49425XB,Tokyo Sector 13,2026-03-06,443,AT&T,JP,Asia,GLOBAL_500_V4
10.1.22.100,37.222002,127.210973,Bullet Camera,Hikvision DS-2CD2085G1,Seoul Sector 14,2026-02-03,8080,Comcast,KR,Asia,GLOBAL_500_V4
10.1.22.101,13.873772,100.40183,Bullet Camera,Axis P5655-E,Bangkok Sector 15,2025-09-28,554,DigitalOcean,TH,Asia,GLOBAL_500_V4
10.1.22.102,-5.89674,106.461645,Dome Camera,Hanwha XNV-8080R,Jakarta Sector 16,2025-10-01,8080,Airtel,ID,Asia,GLOBAL_500_V4
10.1.22.103,-34.027558,151.109687,Dome Camera,Sony SNC-EP580,Sydney Sector 17,2025-09-30,8080,AT&T,AU,Oceania,GLOBAL_500_V4
10.1.22.104,-37.693998,144.848761,PTZ Camera,Hikvision DS-2CD2085G1,Melbourne Sector 18,2025-08-31,443,AT&T,AU,Oceania,GLOBAL_500_V4
10.1.22.105,-37.232607,174.910108,PTZ Camera,Bosch FLEXIDOME,Auckland Sector 19,2025-05-06,443,Verizon,NZ,Oceania,GLOBAL_500_V4
10.1.22.106,-32.227543,115.825709,Bullet Camera,Sony SNC-EP580,Perth Sector 20,2025-05-21,554,Comcast,AU,Oceania,GLOBAL_500_V4
10.1.22.107,38.941164,-77.179186,PTZ Camera,Sony SNC-EP580,Washington Sector 1,2026-01-17,80,Airtel,US,North America,GLOBAL_500_V4
10.1.22.108,40.520468,-74.266681,PTZ Camera,Dahua SD49425XB,New York Sector 2,2026-03-08,443,AT&T,US,North America,GLOBAL_500_V4
10.1.22.109,19.400077,-98.756294,IP Camera,Hanwha XNV-8080R,Mexico City Sector 3,2026-01-04,80,BT,MX,North America,GLOBAL_500_V4
10.1.22.110,43.564307,-79.509695,IP Camera,Sony SNC-EP580,Toronto Sector 4,2025-12-31,554,AT&T,CA,North America,GLOBAL_500_V4
10.1.22.111,5.132324,-73.965853,Bullet Camera,Dahua SD49425XB,Bogota Sector 5,2025-10-01,554,AT&T,CO,South America,GLOBAL_500_V4
10.1.22.112,-11.90975,-76.912822,IP Camera,Hanwha XNV-8080R,Lima Sector 6,2025-12-03,554,Lumen,PE,South America,GLOBAL_500_V4
10.1.22.113,-23.485554,-46.452247,Dome Camera,Dahua SD49425XB,Sao Paulo Sector 7,2025-11-25,443,Airtel,BR,South America,GLOBAL_500_V4
10.1.22.114,-35.004784,-58.191741,PTZ Camera,Axis P5655-E,Buenos Aires Sector 8,2025-03-27,80,Lumen,AR,South America,GLOBAL_500_V4
10.1.23.115,51.659478,-0.511568,Dome Camera,Sony SNC-EP580,London Sector 9,2025-04-02,8080,Comcast,GB,Europe,GLOBAL_500_V4
10.1.23.116,48.407154,2.377639,IP Camera,Axis P5655-E,Paris Sector 10,2025-05-05,443,BT,FR,Europe,GLOBAL_500_V4
10.1.23.117,52.962431,13.273227,Bullet Camera,Sony SNC-EP580,Berlin Sector 11,2026-01-04,8080,Verizon,DE,Europe,GLOBAL_500_V4
10.1.23.118,40.328902,-3.761805,IP Camera,Hikvision DS-2CD2085G1,Madrid Sector 12,2026-02-20,8080,Lumen,ES,Europe,GLOBAL_500_V4
10.1.23.119,42.029267,12.521137,Dome Camera,Hanwha XNV-8080R,Rome Sector 13,2026-01-09,80,Comcast,IT,Europe,GLOBAL_500_V4
10.1.23.120,52.669056,20.562907,Dome Camera,Axis P5655-E,Warsaw Sector 14,2026-01-10,80,Lumen,PL,Europe,GLOBAL_500_V4
10.1.23.121,29.633084,30.799844,IP Camera,Hikvision DS-2CD2085G1,Cairo Sector 15,2025-10-20,8080,Cloudflare,EG,Africa,GLOBAL_500_V4
10.1.23.122,6.180267,3.193615,IP Camera,Hikvision DS-2CD2085G1,Lagos Sector 16,2025-10-04,8080,DigitalOcean,NG,Africa,GLOBAL_500_V4
10.1.23.123,-1.530738,36.400441,Bullet Camera,Hikvision DS-2CD2085G1,Nairobi Sector 17,2025-10-19,443,BT,KE,Africa,GLOBAL_500_V4
10.1.23.124,-25.772343,28.440248,Dome Camera,Hanwha XNV-8080R,Johannesburg Sector 18,2025-04-21,80,Cloudflare,ZA,Africa,GLOBAL_500_V4
10.1.23.125,33.138277,-7.871456,IP Camera,Dahua SD49425XB,Casablanca Sector 19,2025-05-12,8080,AT&T,MA,Africa,GLOBAL_500_V4
10.1.23.126,5.903793,-0.168393,Bullet Camera,Hikvision DS-2CD2085G1,Accra Sector 20,2025-07-18,554,Comcast,GH,Africa,GLOBAL_500_V4
10.1.23.127,25.104403,55.109183,PTZ Camera,Hikvision DS-2CD2085G1,Dubai Sector 1,2026-03-10,443,DigitalOcean,AE,Middle East,GLOBAL_500_V4
10.1.23.128,24.66557,47.062969,Dome Camera,Hanwha XNV-8080R,Riyadh Sector 2,2026-01-11,554,BT,SA,Middle East,GLOBAL_500_V4
10.1.23.129,31.852505,34.486683,PTZ Camera,Dahua SD49425XB,Tel Aviv Sector 3,2026-02-15,443,DigitalOcean,IL,Middle East,GLOBAL_500_V4
10.1.23.130,25.396277,51.565937,Dome Camera,Hanwha XNV-8080R,Doha Sector 4,2026-02-17,80,BT,QA,Middle East,GLOBAL_500_V4
10.1.24.131,41.009723,28.554099,PTZ Camera,Hanwha XNV-8080R,Istanbul Sector 5,2025-12-07,554,Lumen,TR,Middle East,GLOBAL_500_V4
10.1.24.132,28.442288,77.578596,Dome Camera,Hanwha XNV-8080R,Delhi Sector 6,2025-11-17,80,Airtel,IN,Asia,GLOBAL_500_V4
10.1.24.133,18.925091,73.291016,IP Camera,Axis P5655-E,Mumbai Sector 7,2025-11-09,554,BT,IN,Asia,GLOBAL_500_V4
10.1.24.134,1.686577,103.499176,PTZ Camera,Hikvision DS-2CD2085G1,Singapore Sector 8,2025-04-13,80,Verizon,SG,Asia,GLOBAL_500_V4
10.1.24.135,36.107545,139.979171,IP Camera,Bosch FLEXIDOME,Tokyo Sector 9,2025-05-18,80,Verizon,JP,Asia,GLOBAL_500_V4
10.1.24.136,37.308182,127.127069,Dome Camera,Axis P5655-E,Seoul Sector 10,2025-08-19,80,BT,KR,Asia,GLOBAL_500_V4
10.1.24.137,13.802431,100.630273,IP Camera,Axis P5655-E,Bangkok Sector 11,2026-02-02,554,BT,TH,Asia,GLOBAL_500_V4
10.1.24.138,-5.97655,106.714848,Bullet Camera,Bosch FLEXIDOME,Jakarta Sector 12,2026-01-03,8080,AT&T,ID,Asia,GLOBAL_500_V4
10.1.24.139,-34.286507,150.938693,Dome Camera,Bosch FLEXIDOME,Sydney Sector 13,2026-02-26,8080,Cloudflare,AU,Oceania,GLOBAL_500_V4
10.1.24.140,-37.38027,144.806018,Dome Camera,Hikvision DS-2CD2085G1,Melbourne Sector 14,2026-01-28,80,DigitalOcean,AU,Oceania,GLOBAL_500_V4
10.1.24.141,-36.463231,175.090859,IP Camera,Sony SNC-EP580,Auckland Sector 15,2025-10-05,8080,DigitalOcean,NZ,Oceania,GLOBAL_500_V4
10.1.24.142,-32.248723,116.022452,IP Camera,Dahua SD49425XB,Perth Sector 16,2025-10-19,554,Cloudflare,AU,Oceania,GLOBAL_500_V4
10.1.24.143,38.930712,-77.447924,Dome Camera,Hanwha XNV-8080R,Washington Sector 17,2025-12-04,80,Comcast,US,North America,GLOBAL_500_V4
10.1.24.144,40.33141,-74.030355,Bullet Camera,Dahua SD49425XB,New York Sector 18,2025-06-07,8080,Comcast,US,North America,GLOBAL_500_V4
10.1.24.145,19.194445,-99.149184,Dome Camera,Bosch FLEXIDOME,Mexico City Sector 19,2025-04-20,80,Lumen,MX,North America,GLOBAL_500_V4
10.1.24.146,43.548034,-79.03341,Dome Camera,Hikvision DS-2CD2085G1,Toronto Sector 20,2025-07-02,8080,Airtel,CA,North America,GLOBAL_500_V4
10.1.25.147,4.420652,-73.635087,Dome Camera,Hikvision DS-2CD2085G1,Bogota Sector 1,2026-03-12,80,Comcast,CO,South America,GLOBAL_500_V4
10.1.25.148,-11.908395,-77.433883,PTZ Camera,Sony SNC-EP580,Lima Sector 2,2026-01-15,8080,Comcast,PE,South America,GLOBAL_500_V4
10.1.25.149,-23.197297,-46.734934,Dome Camera,Dahua SD49425XB,Sao Paulo Sector 3,2026-01-24,8080,BT,BR,South America,GLOBAL_500_V4
10.1.25.150,-34.491127,-58.208896,Dome Camera,Hanwha XNV-8080R,Buenos Aires Sector 4,2026-01-24,80,Verizon,AR,South America,GLOBAL_500_V4
10.1.25.151,51.546689,0.162772,Bullet Camera,Hikvision DS-2CD2085G1,London Sector 5,2025-11-05,554,Airtel,GB,Europe,GLOBAL_500_V4
10.1.25.152,49.212566,2.685286,IP Camera,Dahua SD49425XB,Paris Sector 6,2025-11-05,554,Verizon,FR,Europe,GLOBAL_500_V4
10.1.25.153,52.31437,13.2104,Dome Camera,Bosch FLEXIDOME,Berlin Sector 7,2025-11-13,80,BT,DE,Europe,GLOBAL_500_V4
10.1.25.154,40.544748,-3.940565,IP Camera,Sony SNC-EP580,Madrid Sector 8,2025-06-03,443,Cloudflare,ES,Europe,GLOBAL_500_V4
10.1.25.155,41.903657,12.823692,PTZ Camera,Hanwha XNV-8080R,Rome Sector 9,2025-06-29,8080,Airtel,IT,Europe,GLOBAL_500_V4
10.1.25.156,52.555886,20.845937,IP Camera,Bosch FLEXIDOME,Warsaw Sector 10,2025-06-29,554,DigitalOcean,PL,Europe,GLOBAL_500_V4
10.1.25.157,30.099644,31.327646,Dome Camera,Sony SNC-EP580,Cairo Sector 11,2026-01-12,554,BT,EG,Africa,GLOBAL_500_V4
10.1.25.158,6.336594,3.685946,Dome Camera,Dahua SD49425XB,Lagos Sector 12,2026-01-27,8080,Verizon,NG,Africa,GLOBAL_500_V4
10.1.25.159,-0.932412,36.891247,Bullet Camera,Dahua SD49425XB,Nairobi Sector 13,2025-12-27,443,AT&T,KE,Africa,GLOBAL_500_V4
10.1.25.160,-26.38152,27.711303,Bullet Camera,Sony SNC-EP580,Johannesburg Sector 14,2026-03-08,554,Comcast,ZA,Africa,GLOBAL_500_V4
10.1.25.161,33.708221,-7.529135,Dome Camera,Hanwha XNV-8080R,Casablanca Sector 15,2025-11-20,80,Cloudflare,MA,Africa,GLOBAL_500_V4
10.1.25.162,5.737488,0.060351,Bullet Camera,Bosch FLEXIDOME,Accra Sector 16,2025-10-09,8080,Cloudflare,GH,Africa,GLOBAL_500_V4
10.1.26.163,24.991615,55.133818,IP Camera,Hanwha XNV-8080R,Dubai Sector 17,2025-10-16,8080,Lumen,AE,Middle East,GLOBAL_500_V4
10.1.26.164,24.542963,46.74379,Dome Camera,Bosch FLEXIDOME,Riyadh Sector 18,2025-04-08,554,Cloudflare,SA,Middle East,GLOBAL_500_V4
10.1.26.165,32.412954,34.518969,Bullet Camera,Bosch FLEXIDOME,Tel Aviv Sector 19,2025-05-14,8080,Cloudflare,IL,Middle East,GLOBAL_500_V4
10.1.26.166,25.23521,51.643213,PTZ Camera,Bosch FLEXIDOME,Doha Sector 20,2025-06-24,80,BT,QA,Middle East,GLOBAL_500_V4
10.1.26.167,40.946866,29.290204,Dome Camera,Sony SNC-EP580,Istanbul Sector 1,2026-01-19,80,Comcast,TR,Middle East,GLOBAL_500_V4
10.1.26.168,28.804619,76.798293,IP Camera,Axis P5655-E,Delhi Sector 2,2026-02-01,443,Verizon,IN,Asia,GLOBAL_500_V4
10.1.26.169,18.726691,72.473575,PTZ Camera,Sony SNC-EP580,Mumbai Sector 3,2026-01-17,443,Comcast,IN,Asia,GLOBAL_500_V4
10.1.26.170,0.955794,103.377926,PTZ Camera,Dahua SD49425XB,Singapore Sector 4,2026-02-15,443,AT&T,SG,Asia,GLOBAL_500_V4
10.1.26.171,35.961426,139.662179,IP Camera,Bosch FLEXIDOME,Tokyo Sector 5,2025-11-28,554,AT&T,JP,Asia,GLOBAL_500_V4
10.1.26.172,37.777344,126.726904,IP Camera,Hanwha XNV-8080R,Seoul Sector 6,2025-11-21,80,Lumen,KR,Asia,GLOBAL_500_V4
10.1.26.173,13.435563,100.344862,PTZ Camera,Axis P5655-E,Bangkok Sector 7,2025-11-27,554,Lumen,TH,Asia,GLOBAL_500_V4
10.1.26.174,-6.488967,106.420144,Bullet Camera,Axis P5655-E,Jakarta Sector 8,2025-04-14,554,Cloudflare,ID,Asia,GLOBAL_500_V4
10.1.26.175,-34.163051,151.030846,Dome Camera,Dahua SD49425XB,Sydney Sector 9,2025-09-06,443,AT&T,AU,Oceania,GLOBAL_500_V4
10.1.26.176,-37.948577,144.571537,PTZ Camera,Dahua SD49425XB,Melbourne Sector 10,2025-07-23,8080,BT,AU,Oceania,GLOBAL_500_V4
10.1.26.177,-37.137854,174.959364,IP Camera,Bosch FLEXIDOME,Auckland Sector 11,2026-02-11,554,Verizon,NZ,Oceania,GLOBAL_500_V4
10.1.26.178,-32.284083,115.449283,PTZ Camera,Sony SNC-EP580,Perth Sector 12,2026-03-07,8080,Verizon,AU,Oceania,GLOBAL_500_V4
10.1.27.179,38.826914,-77.372532,PTZ Camera,Bosch FLEXIDOME,Washington Sector 13,2025-12-29,554,Cloudflare,US,North America,GLOBAL_500_V4
10.1.27.180,41.080663,-74.436504,Dome Camera,Axis P5655-E,New York Sector 14,2026-01-22,554,AT&T,US,North America,GLOBAL_500_V4
10.1.27.181,19.434922,-99.52413,Dome Camera,Axis P5655-E,Mexico City Sector 15,2025-10-02,554,AT&T,MX,North America,GLOBAL_500_V4
10.1.27.182,43.946317,-79.70989,Dome Camera,Hanwha XNV-8080R,Toronto Sector 16,2025-11-27,443,AT&T,CA,North America,GLOBAL_500_V4
10.1.27.183,5.097905,-74.080696,IP Camera,Bosch FLEXIDOME,Bogota Sector 17,2025-11-22,8080,Lumen,CO,South America,GLOBAL_500_V4
10.1.27.184,-12.439712,-77.003273,IP Camera,Axis P5655-E,Lima Sector 18,2025-07-04,80,Comcast,PE,South America,GLOBAL_500_V4
10.1.27.185,-23.356093,-46.664244,IP Camera,Sony SNC-EP580,Sao Paulo Sector 19,2025-08-10,8080,Airtel,BR,South America,GLOBAL_500_V4
10.1.27.186,-34.306105,-58.612129,Dome Camera,Dahua SD49425XB,Buenos Aires Sector 20,2025-06-20,80,Verizon,AR,South America,GLOBAL_500_V4
10.1.27.187,51.084019,0.309378,Dome Camera,Axis P5655-E,London Sector 1,2026-01-12,8080,AT&T,GB,Europe,GLOBAL_500_V4
10.1.27.188,49.103721,2.278968,IP Camera,Axis P5655-E,Paris Sector 2,2026-01-27,8080,AT&T,FR,Europe,GLOBAL_500_V4
10.1.27.189,52.144644,13.850491,Dome Camera,Hanwha XNV-8080R,Berlin Sector 3,2026-02-05,554,BT,DE,Europe,GLOBAL_500_V4
10.1.27.190,40.496255,-3.844634,Dome Camera,Hikvision DS-2CD2085G1,Madrid Sector 4,2026-01-09,554,DigitalOcean,ES,Europe,GLOBAL_500_V4
10.1.27.191,41.617129,12.939113,IP Camera,Hanwha XNV-8080R,Rome Sector 5,2025-10-17,80,Verizon,IT,Europe,GLOBAL_500_V4
10.1.27.192,51.876589,20.751653,PTZ Camera,Sony SNC-EP580,Warsaw Sector 6,2025-10-22,443,DigitalOcean,PL,Europe,GLOBAL_500_V4
10.1.27.193,29.969449,30.96912,Dome Camera,Dahua SD49425XB,Cairo Sector 7,2025-10-20,8080,Comcast,EG,Africa,GLOBAL_500_V4
10.1.27.194,6.897915,2.990163,IP Camera,Axis P5655-E,Lagos Sector 8,2025-05-28,443,Comcast,NG,Africa,GLOBAL_500_V4
10.1.28.195,-1.368523,36.76753,PTZ Camera,Axis P5655-E,Nairobi Sector 9,2025-06-01,8080,Cloudflare,KE,Africa,GLOBAL_500_V4
10.1.28.196,-25.907234,27.650041,PTZ Camera,Hikvision DS-2CD2085G1,Johannesburg Sector 10,2025-06-12,80,Cloudflare,ZA,Africa,GLOBAL_500_V4
10.1.28.197,33.800487,-7.989575,IP Camera,Dahua SD49425XB,Casablanca Sector 11,2026-01-01,554,Verizon,MA,Africa,GLOBAL_500_V4
10.1.28.198,5.427587,0.018754,IP Camera,Sony SNC-EP580,Accra Sector 12,2026-02-02,443,Comcast,GH,Africa,GLOBAL_500_V4
10.1.28.199,25.017021,55.156379,PTZ Camera,Dahua SD49425XB,Dubai Sector 13,2026-01-31,554,Airtel,AE,Middle East,GLOBAL_500_V4
10.1.28.200,24.834198,46.546362,IP Camera,Dahua SD49425XB,Riyadh Sector 14,2026-02-08,443,Cloudflare,SA,Middle East,GLOBAL_500_V4
10.1.28.201,32.510865,35.091715,Bullet Camera,Dahua SD49425XB,Tel Aviv Sector 15,2025-10-15,8080,BT,IL,Middle East,GLOBAL_500_V4
10.1.28.202,25.211918,51.43252,Dome Camera,Sony SNC-EP580,Doha Sector 16,2025-10-16,8080,DigitalOcean,QA,Middle East,GLOBAL_500_V4
10.1.28.203,41.17085,28.907191,Bullet Camera,Dahua SD49425XB,Istanbul Sector 17,2025-12-08,8080,AT&T,TR,Middle East,GLOBAL_500_V4
10.1.28.204,28.678561,76.797147,PTZ Camera,Hikvision DS-2CD2085G1,Delhi Sector 18,2025-07-07,554,Lumen,IN,Asia,GLOBAL_500_V4
10.1.28.205,19.227094,72.649084,Bullet Camera,Sony SNC-EP580,Mumbai Sector 19,2025-06-12,443,Verizon,IN,Asia,GLOBAL_500_V4
10.1.28.206,1.004397,104.17464,Bullet Camera,Dahua SD49425XB,Singapore Sector 20,2025-06-11,443,Lumen,SG,Asia,GLOBAL_500_V4
10.1.28.207,35.670067,139.660211,Bullet Camera,Axis P5655-E,Tokyo Sector 1,2026-02-05,80,DigitalOcean,JP,Asia,GLOBAL_500_V4
10.1.28.208,37.97356,127.20717,IP Camera,Axis P5655-E,Seoul Sector 2,2026-03-12,554,Cloudflare,KR,Asia,GLOBAL_500_V4
10.1.28.209,13.747819,100.515872,IP Camera,Axis P5655-E,Bangkok Sector 3,2026-02-07,443,DigitalOcean,TH,Asia,GLOBAL_500_V4
10.1.28.210,-6.068016,107.135261,PTZ Camera,Hikvision DS-2CD2085G1,Jakarta Sector 4,2025-12-25,8080,Comcast,ID,Asia,GLOBAL_500_V4
10.1.29.211,-33.500187,151.067773,Bullet Camera,Axis P5655-E,Sydney Sector 5,2025-11-16,554,BT,AU,Oceania,GLOBAL_500_V4
10.1.29.212,-37.478578,145.194475,IP Camera,Hikvision DS-2CD2085G1,Melbourne Sector 6,2025-10-02,554,Comcast,AU,Oceania,GLOBAL_500_V4
10.1.29.213,-36.793336,174.647387,Bullet Camera,Axis P5655-E,Auckland Sector 7,2025-11-27,80,AT&T,NZ,Oceania,GLOBAL_500_V4
10.1.29.214,-31.862983,115.828524,PTZ Camera,Hikvision DS-2CD2085G1,Perth Sector 8,2025-03-21,443,Airtel,AU,Oceania,GLOBAL_500_V4
10.1.29.215,39.297571,-76.766557,IP Camera,Hanwha XNV-8080R,Washington Sector 9,2025-08-20,443,AT&T,US,North America,GLOBAL_500_V4
10.1.29.216,40.403218,-73.99544,Bullet Camera,Hanwha XNV-8080R,New York Sector 10,2025-06-24,8080,AT&T,US,North America,GLOBAL_500_V4
10.1.29.217,19.394641,-99.318554,Bullet Camera,Axis P5655-E,Mexico City Sector 11,2026-01-05,80,DigitalOcean,MX,North America,GLOBAL_500_V4
10.1.29.218,43.87777,-79.622332,PTZ Camera,Bosch FLEXIDOME,Toronto Sector 12,2026-03-03,80,Comcast,CA,North America,GLOBAL_500_V4
10.1.29.219,4.914995,-73.776749,PTZ Camera,Sony SNC-EP580,Bogota Sector 13,2026-02-17,443,AT&T,CO,South America,GLOBAL_500_V4
10.1.29.220,-11.835423,-76.67914,Dome Camera,Bosch FLEXIDOME,Lima Sector 14,2025-12-31,80,Airtel,PE,South America,GLOBAL_500_V4
10.1.29.221,-23.360107,-46.640183,Bullet Camera,Hikvision DS-2CD2085G1,Sao Paulo Sector 15,2025-09-28,443,DigitalOcean,BR,South America,GLOBAL_500_V4
10.1.29.222,-35.032391,-58.030905,PTZ Camera,Dahua SD49425XB,Buenos Aires Sector 16,2025-10-12,443,Airtel,AR,South America,GLOBAL_500_V4
10.1.29.223,51.92195,-0.341855,IP Camera,Bosch FLEXIDOME,London Sector 17,2025-12-03,8080,Comcast,GB,Europe,GLOBAL_500_V4
10.1.29.224,48.875721,2.6665,Dome Camera,Hanwha XNV-8080R,Paris Sector 18,2025-07-05,554,Cloudflare,FR,Europe,GLOBAL_500_V4
10.1.29.225,52.255154,13.174418,PTZ Camera,Dahua SD49425XB,Berlin Sector 19,2025-08-16,8080,Cloudflare,DE,Europe,GLOBAL_500_V4
10.1.29.226,40.481415,-3.464973,Bullet Camera,Hikvision DS-2CD2085G1,Madrid Sector 20,2025-06-22,554,Airtel,ES,Europe,GLOBAL_500_V4
10.1.30.227,41.526809,12.7455,PTZ Camera,Hanwha XNV-8080R,Rome Sector 1,2026-03-02,443,Verizon,IT,Europe,GLOBAL_500_V4
10.1.30.228,52.659398,21.448987,Bullet Camera,Bosch FLEXIDOME,Warsaw Sector 2,2026-02-14,443,AT&T,PL,Europe,GLOBAL_500_V4
10.1.30.229,30.395217,31.570893,Dome Camera,Axis P5655-E,Cairo Sector 3,2026-03-10,80,DigitalOcean,EG,Africa,GLOBAL_500_V4
10.1.30.230,6.182267,3.658756,Dome Camera,Axis P5655-E,Lagos Sector 4,2026-02-10,443,Verizon,NG,Africa,GLOBAL_500_V4
10.1.30.231,-1.317063,36.686282,IP Camera,Sony SNC-EP580,Nairobi Sector 5,2025-10-19,443,Verizon,KE,Africa,GLOBAL_500_V4
10.1.30.232,-25.907928,27.986465,Bullet Camera,Hikvision DS-2CD2085G1,Johannesburg Sector 6,2025-10-28,80,Airtel,ZA,Africa,GLOBAL_500_V4
10.1.30.233,33.657124,-7.37673,Bullet Camera,Axis P5655-E,Casablanca Sector 7,2025-11-25,554,Cloudflare,MA,Africa,GLOBAL_500_V4
10.1.30.234,5.197264,-0.046998,PTZ Camera,Hikvision DS-2CD2085G1,Accra Sector 8,2025-06-24,443,BT,GH,Africa,GLOBAL_500_V4
10.1.30.235,25.621655,55.064676,PTZ Camera,Hikvision DS-2CD2085G1,Dubai Sector 9,2025-06-19,554,BT,AE,Middle East,GLOBAL_500_V4
10.1.30.236,24.416339,46.762016,Dome Camera,Bosch FLEXIDOME,Riyadh Sector 10,2025-07-22,8080,BT,SA,Middle East,GLOBAL_500_V4
10.1.30.237,31.945603,34.363068,PTZ Camera,Hikvision DS-2CD2085G1,Tel Aviv Sector 11,2026-02-25,80,Verizon,IL,Middle East,GLOBAL_500_V4
10.1.30.238,25.32707,51.778662,Bullet Camera,Sony SNC-EP580,Doha Sector 12,2025-12-29,80,Lumen,QA,Middle East,GLOBAL_500_V4
10.1.30.239,40.914035,28.897807,IP Camera,Axis P5655-E,Istanbul Sector 13,2026-02-27,554,Lumen,TR,Middle East,GLOBAL_500_V4
10.1.30.240,28.64652,77.447774,IP Camera,Hanwha XNV-8080R,Delhi Sector 14,2025-12-26,554,Airtel,IN,Asia,GLOBAL_500_V4
10.1.30.241,19.500218,73.117636,IP Camera,Hikvision DS-2CD2085G1,Mumbai Sector 15,2025-10-30,443,Lumen,IN,Asia,GLOBAL_500_V4
10.1.30.242,1.295688,103.415746,PTZ Camera,Axis P5655-E,Singapore Sector 16,2025-11-29,80,Comcast,SG,Asia,GLOBAL_500_V4
10.1.31.243,35.781029,140.036094,Dome Camera,Hikvision DS-2CD2085G1,Tokyo Sector 17,2025-10-24,8080,BT,JP,Asia,GLOBAL_500_V4
10.1.31.244,37.717729,127.401876,PTZ Camera,Hikvision DS-2CD2085G1,Seoul Sector 18,2025-06-06,443,Cloudflare,KR,Asia,GLOBAL_500_V4
10.1.31.245,13.553048,100.856884,IP Camera,Dahua SD49425XB,Bangkok Sector 19,2025-06-08,80,AT&T,TH,Asia,GLOBAL_500_V4
10.1.31.246,-5.977621,107.069626,IP Camera,Hikvision DS-2CD2085G1,Jakarta Sector 20,2025-06-06,554,AT&T,ID,Asia,GLOBAL_500_V4
